entry_bar,exit_bar,entry_time,exit_time,side,pnl
56600,56672,2022-02-22T09:05,2022-02-23T09:05,1,96.94749158990453
56766,56805,2022-02-24T10:55,2022-02-24T14:10,1,578.1965774462442
57248,57266,2022-03-07T09:05,2022-03-07T10:35,1,1045.3751645458397
57383,57450,2022-03-08T14:20,2022-03-09T13:55,1,1495.6311247622943
57781,57824,2022-03-16T11:30,2022-03-17T09:05,-1,-110.39491004816955
58598,58616,2022-03-31T13:35,2022-04-01T09:05,-1,-126.26444346929202
59048,59336,2022-04-13T09:05,2022-04-19T09:05,1,587.6305397102842
59840,59909,2022-04-28T09:05,2022-04-28T14:50,-1,-42.20710838079685
60488,60560,2022-05-16T09:05,2022-05-17T09:05,-1,79.57144946610788
60632,60704,2022-05-18T09:05,2022-05-19T09:05,-1,22.61664472721168
61136,61280,2022-05-27T09:05,2022-05-31T09:05,1,-54.376188386871945
61568,61640,2022-06-07T09:05,2022-06-08T09:05,-1,-251.8312125201046
61856,61928,2022-06-13T09:05,2022-06-14T09:05,1,389.7513529325661
62000,62072,2022-06-15T09:05,2022-06-16T09:05,-1,-54.668714348459616
62504,62577,2022-06-24T09:05,2022-06-27T09:10,-1,-212.25244990500505
62821,62936,2022-06-30T11:30,2022-07-04T09:05,-1,361.4055872458266
63080,63179,2022-07-06T09:05,2022-07-07T11:20,-1,1522.9530495831277
63368,63373,2022-07-12T09:05,2022-07-12T09:30,-1,-23.251426064030966
63466,63512,2022-07-13T11:15,2022-07-14T09:05,-1,-183.68728974697297
63584,63658,2022-07-15T09:05,2022-07-18T09:15,-1,96.05528740675072
63872,63944,2022-07-21T09:05,2022-07-22T09:05,-1,139.05660377349705
64232,64470,2022-07-28T09:05,2022-08-02T10:55,1,1641.7917215154157
64664,64736,2022-08-05T09:05,2022-08-08T09:05,1,-140.42270001454744
64880,64952,2022-08-10T09:05,2022-08-11T09:05,1,-208.09858124903985
65096,65168,2022-08-15T09:05,2022-08-16T09:05,1,-191.02969138513436
65384,65600,2022-08-19T09:05,2022-08-24T09:05,-1,-57.067427234054776
66032,66176,2022-09-01T09:05,2022-09-05T09:05,-1,302.7248793329054
67184,67185,2022-09-26T09:05,2022-09-26T09:10,-1,-262.6107942079834
67400,67545,2022-09-29T09:05,2022-10-10T09:10,1,1069.5963141728425
68120,68264,2022-10-20T09:05,2022-10-24T09:05,-1,-81.31782945725718
68336,68480,2022-10-25T09:05,2022-10-27T09:05,1,-75.26254205059377
69068,69332,2022-11-08T10:05,2022-11-11T14:05,1,1847.7153722392104
70064,70136,2022-11-28T09:05,2022-11-29T09:05,1,-106.05089951731497
70352,70424,2022-12-02T09:05,2022-12-05T09:05,1,-40.071668860618956
70496,70712,2022-12-06T09:05,2022-12-09T09:05,-1,28.145385402895045
71288,71432,2022-12-21T09:05,2022-12-23T09:05,1,116.92701477260562
71864,71869,2023-01-03T09:05,2023-01-03T09:30,1,-202.42357759250444
71936,72079,2023-01-04T09:05,2023-01-05T15:00,1,76.4999268683896
72351,72368,2023-01-11T13:40,2023-01-12T09:05,1,-260.1243235337897
72440,72580,2023-01-13T09:05,2023-01-16T14:45,1,304.319145824149
72594,72710,2023-01-17T09:55,2023-01-18T13:35,1,-245.93681439230568
72787,72872,2023-01-19T14:00,2023-01-30T09:05,1,327.1507971332758
73088,73160,2023-02-02T09:05,2023-02-03T09:05,1,-89.34766710537951
73232,73592,2023-02-06T09:05,2023-02-13T09:05,-1,738.3106625713699
74456,74816,2023-03-01T09:05,2023-03-08T09:05,1,523.5966066988767
75032,75101,2023-03-13T09:05,2023-03-13T14:50,1,213.82623957865871
75104,75464,2023-03-14T09:05,2023-03-21T09:05,1,2941.3821851686807
76256,76400,2023-04-06T09:05,2023-04-10T09:05,1,550.0263273365563
76551,76616,2023-04-12T09:40,2023-04-13T09:05,1,4.260640631895512
76688,76743,2023-04-14T09:05,2023-04-14T13:40,1,81.18034225530573
77115,77192,2023-04-21T14:40,2023-04-25T09:05,-1,-199.5275705718377
77480,77484,2023-05-04T09:05,2023-05-04T09:25,1,1203.6609624104167
78254,78344,2023-05-18T13:35,2023-05-22T09:05,-1,42.844814977434
78848,79064,2023-05-31T09:05,2023-06-05T09:05,1,430.44171420217026
79550,79568,2023-06-13T13:35,2023-06-14T09:05,1,-274.8383794062247
80144,80291,2023-06-28T09:05,2023-06-30T09:20,-1,-284.2577153722232
80739,81067,2023-07-10T10:40,2023-07-14T14:00,1,326.594997806038
81206,81368,2023-07-18T13:35,2023-07-21T09:05,1,643.4591194968962
82016,82160,2023-08-03T09:05,2023-08-07T09:05,-1,-66.34050021931762
82376,82514,2023-08-10T09:05,2023-08-11T14:35,-1,-238.4627760713629
82729,82873,2023-08-16T14:30,2023-08-18T14:30,1,-326.0596752962738
83028,83240,2023-08-23T09:25,2023-08-28T09:05,1,104.67017697833944
83338,83672,2023-08-29T11:15,2023-09-05T09:05,1,425.5419043439906
83888,84251,2023-09-08T09:05,2023-09-15T09:20,1,1716.9416410706472
84882,84909,2023-09-27T13:55,2023-09-28T10:10,-1,641.1481643996085
84957,84959,2023-09-28T14:10,2023-09-28T14:20,-1,243.26897762180306
84968,84973,2023-10-09T09:05,2023-10-09T09:30,-1,-27.06888986399281
85047,85186,2023-10-10T09:40,2023-10-12T09:15,-1,171.4246014332457
85548,85688,2023-10-19T09:25,2023-10-23T09:05,1,657.0323241188307
86048,86107,2023-10-30T09:05,2023-10-30T14:00,1,247.42284627759364
86480,86696,2023-11-07T09:05,2023-11-10T09:05,-1,550.0994588269677
86768,86840,2023-11-13T09:05,2023-11-14T09:05,-1,-298.0064355712384
87198,87272,2023-11-20T14:55,2023-11-22T09:05,-1,-315.4263565891597
87335,87488,2023-11-22T14:20,2023-11-27T09:05,-1,-109.50270586513216
87632,87849,2023-11-29T09:05,2023-12-04T09:10,1,1752.2348983472039
88280,88362,2023-12-12T09:05,2023-12-13T09:55,-1,-24.962702939868905
88856,89216,2023-12-22T09:05,2023-12-29T09:05,1,729.0668421823939
89775,89936,2024-01-10T13:40,2024-01-15T09:05,-1,-222.41772707327618
90144,90224,2024-01-17T14:25,2024-01-19T09:05,-1,-130.6377065964043
90380,90585,2024-01-23T10:05,2024-01-26T09:10,-1,-108.96153283611056
90859,91038,2024-01-31T14:00,2024-02-05T10:55,1,92.50109697223525
91530,91664,2024-02-22T09:55,2024-02-26T09:05,-1,-163.2543513235869
92013,92336,2024-03-01T14:10,2024-03-08T11:05,1,2908.4437618838856
92384,92442,2024-03-11T09:05,2024-03-11T13:55,1,141.4991955536534
